

Debug Trace:
Current input: -5.3 - Noisy input: -6.9 - Hamming: 15
Current: 6,22,78,136,183,202,271,307,348,438,579,674,757,797,831,851,947,981,1103,1168,1261,1469,1477,1489,1493,1499,1571,1609,1659,1660,1670,1725,1754,1815,1863,1885,1903,1905,1938,1999
Noisy: 21,29,42,132,222,312,466,476,509,535,643,705,723,797,842,915,989,1103,1168,1240,1324,1375,1402,1423,1489,1514,1612,1621,1661,1708,1751,1756,1787,1812,1815,1885,1921,1930,2003,2006
Current input: -4.2 - Noisy input: -4.5 - Hamming: 90
Current: 6,22,78,136,183,271,307,348,438,579,674,757,831,851,947,981,1100,1103,1222,1261,1350,1469,1477,1493,1499,1542,1546,1569,1571,1609,1659,1660,1725,1754,1778,1863,1903,1905,1938,1999
Noisy: 6,22,78,136,183,202,271,307,348,438,579,674,757,797,831,851,947,981,1100,1103,1168,1261,1350,1469,1477,1493,1499,1546,1571,1609,1659,1660,1670,1725,1754,1863,1903,1905,1938,1999
Current input: -2.9 - Noisy input: -3.8 - Hamming: 70
Current: 22,136,157,266,271,348,412,415,438,538,831,851,947,981,1044,1090,1100,1222,1225,1261,1263,1325,1350,1477,1480,1493,1511,1542,1546,1569,1571,1582,1584,1659,1725,1778,1788,1878,1903,1905
Noisy: 22,78,136,271,307,348,438,674,757,831,851,947,981,1100,1222,1261,1263,1350,1469,1477,1493,1499,1511,1542,1546,1569,1571,1582,1609,1659,1660,1725,1754,1778,1788,1863,1903,1905,1938,1999
Current input: -1.5 - Noisy input: -4.4 - Hamming: 17
Current: 156,157,241,266,271,343,377,412,415,457,538,746,902,999,1009,1044,1090,1100,1181,1222,1225,1261,1263,1325,1350,1477,1480,1511,1542,1546,1569,1582,1584,1639,1725,1778,1788,1841,1878,1983
Noisy: 6,22,78,136,183,202,271,307,348,438,579,674,757,797,831,851,947,981,1100,1103,1168,1261,1350,1469,1477,1493,1499,1546,1571,1609,1659,1660,1670,1725,1754,1863,1903,1905,1938,1999
Current input: 0 - Noisy input: -0.3 - Hamming: 95
Current: 13,65,72,156,182,241,377,538,619,629,735,746,781,794,902,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1584,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Noisy: 13,65,72,156,182,241,377,415,538,619,629,735,746,781,794,902,918,1149,1242,1297,1325,1440,1449,1466,1470,1510,1574,1584,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923
Current input: 1.5 - Noisy input: 1.6 - Hamming: 97
Current: 37,65,95,111,182,229,455,486,520,583,692,735,909,1001,1085,1166,1188,1323,1385,1425,1432,1449,1460,1470,1598,1611,1650,1678,1679,1702,1733,1740,1746,1785,1802,1993,2004,2008,2009,2015
Noisy: 37,65,95,111,182,229,455,486,520,583,692,735,909,1001,1085,1166,1188,1323,1385,1425,1432,1449,1460,1470,1598,1611,1650,1678,1679,1702,1740,1746,1779,1785,1802,1993,2004,2008,2009,2015
Current input: 3 - Noisy input: 2 - Hamming: 55
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 37,95,229,331,338,455,486,520,583,607,692,909,980,988,1001,1066,1085,1166,1188,1194,1230,1258,1321,1323,1385,1425,1432,1460,1509,1650,1678,1740,1802,1814,1827,1993,1995,2004,2009,2015
Current input: 4.4 - Noisy input: 7 - Hamming: 65
Current: 28,191,213,341,369,392,421,559,572,580,598,601,652,843,986,997,1025,1045,1073,1086,1110,1223,1245,1271,1329,1348,1370,1479,1505,1506,1576,1581,1619,1667,1803,1852,1989,1995,2000,2045
Noisy: 71,120,191,195,200,213,220,341,369,392,410,512,559,580,584,598,652,745,843,986,997,1017,1025,1045,1073,1086,1223,1271,1329,1348,1367,1479,1505,1576,1581,1803,1854,1958,1976,2000
Current input: 5.8 - Noisy input: 5.5 - Hamming: 95
Current: 71,120,191,200,213,220,341,362,369,392,410,512,559,580,584,598,652,843,884,986,997,1017,1025,1045,1073,1086,1223,1271,1300,1329,1348,1367,1370,1479,1505,1576,1581,1803,1854,2000
Noisy: 71,120,191,200,213,220,341,362,369,392,410,512,559,580,584,598,652,843,986,997,1025,1045,1073,1086,1223,1271,1300,1308,1329,1348,1367,1370,1479,1505,1576,1581,1803,1854,1949,2000
Current input: 7 - Noisy input: 6.4 - Hamming: 90
Current: 71,120,191,195,200,213,220,341,369,392,410,512,559,580,584,598,652,745,843,986,997,1017,1025,1045,1073,1086,1223,1271,1329,1348,1367,1479,1505,1576,1581,1803,1854,1958,1976,2000
Noisy: 71,120,191,200,213,220,341,362,369,392,410,512,559,580,584,598,652,813,843,884,986,997,1017,1025,1045,1073,1086,1223,1271,1329,1348,1367,1479,1505,1576,1581,1642,1803,1854,2000
Current input: 8 - Noisy input: 7.3 - Hamming: 65
Current: 54,69,71,118,120,172,176,195,200,220,379,409,410,512,584,632,652,745,789,843,913,990,1017,1025,1086,1106,1144,1271,1329,1348,1367,1605,1707,1854,1893,1922,1939,1958,1976,2037
Noisy: 54,69,71,120,191,195,200,213,220,341,392,410,512,580,584,652,745,843,997,1017,1025,1045,1073,1086,1144,1223,1271,1329,1348,1367,1479,1505,1581,1707,1803,1854,1922,1958,1976,2000
Current input: 8.9 - Noisy input: 7.1 - Hamming: 12
Current: 54,63,69,118,163,172,176,195,210,244,379,409,550,632,745,789,828,913,990,1017,1022,1106,1144,1605,1627,1694,1707,1791,1813,1844,1855,1873,1893,1916,1922,1939,1958,1976,2005,2037
Noisy: 71,120,191,195,200,213,220,341,369,392,410,512,559,580,584,598,652,745,843,986,997,1017,1025,1045,1073,1086,1223,1271,1329,1348,1367,1479,1505,1576,1581,1803,1854,1958,1976,2000
Current input: 9.5 - Noisy input: 9.3 - Hamming: 100
Current: 54,63,69,118,163,172,176,195,210,244,379,409,550,632,745,789,828,913,990,1017,1022,1106,1144,1605,1627,1694,1707,1791,1813,1844,1855,1873,1893,1916,1922,1939,1958,1976,2005,2037
Noisy: 54,63,69,118,163,172,176,195,210,244,379,409,550,632,745,789,828,913,990,1017,1022,1106,1144,1605,1627,1694,1707,1791,1813,1844,1855,1873,1893,1916,1922,1939,1958,1976,2005,2037
Current input: 9.9 - Noisy input: 9.7 - Hamming: 100
Current: 54,63,69,118,163,172,176,195,210,244,379,409,550,632,745,789,828,913,990,1017,1022,1106,1144,1605,1627,1694,1707,1791,1813,1844,1855,1873,1893,1916,1922,1939,1958,1976,2005,2037
Noisy: 54,63,69,118,163,172,176,195,210,244,379,409,550,632,745,789,828,913,990,1017,1022,1106,1144,1605,1627,1694,1707,1791,1813,1844,1855,1873,1893,1916,1922,1939,1958,1976,2005,2037
Current input: 10 - Noisy input: 11.1 - Hamming: 72
Current: 54,63,69,118,163,172,176,195,210,244,379,409,550,632,745,789,828,913,990,1017,1022,1106,1144,1605,1627,1694,1707,1791,1813,1844,1855,1873,1893,1916,1922,1939,1958,1976,2005,2037
Noisy: 3,54,63,69,118,163,172,210,244,409,414,550,617,789,828,913,990,1022,1106,1200,1256,1260,1344,1400,1605,1627,1694,1707,1752,1791,1813,1844,1855,1873,1893,1916,1953,1974,2005,2037
Current input: 9.9 - Noisy input: 10 - Hamming: 100
Current: 54,63,69,118,163,172,176,195,210,244,379,409,550,632,745,789,828,913,990,1017,1022,1106,1144,1605,1627,1694,1707,1791,1813,1844,1855,1873,1893,1916,1922,1939,1958,1976,2005,2037
Noisy: 54,63,69,118,163,172,176,195,210,244,379,409,550,632,745,789,828,913,990,1017,1022,1106,1144,1605,1627,1694,1707,1791,1813,1844,1855,1873,1893,1916,1922,1939,1958,1976,2005,2037
Current input: 9.5 - Noisy input: 10.8 - Hamming: 85
Current: 54,63,69,118,163,172,176,195,210,244,379,409,550,632,745,789,828,913,990,1017,1022,1106,1144,1605,1627,1694,1707,1791,1813,1844,1855,1873,1893,1916,1922,1939,1958,1976,2005,2037
Noisy: 3,54,63,69,118,163,172,210,244,379,409,414,532,550,789,828,913,990,1022,1106,1144,1260,1400,1438,1605,1627,1694,1707,1791,1813,1844,1855,1873,1893,1916,1922,1939,1976,2005,2037
Current input: 8.9 - Noisy input: 8.7 - Hamming: 100
Current: 54,63,69,118,163,172,176,195,210,244,379,409,550,632,745,789,828,913,990,1017,1022,1106,1144,1605,1627,1694,1707,1791,1813,1844,1855,1873,1893,1916,1922,1939,1958,1976,2005,2037
Noisy: 54,63,69,118,163,172,176,195,210,244,379,409,550,632,745,789,828,913,990,1017,1022,1106,1144,1605,1627,1694,1707,1791,1813,1844,1855,1873,1893,1916,1922,1939,1958,1976,2005,2037
Current input: 8 - Noisy input: 7.4 - Hamming: 72
Current: 54,69,71,118,120,172,176,195,200,220,379,409,410,512,584,632,652,745,789,843,913,990,1017,1025,1086,1106,1144,1271,1329,1348,1367,1605,1707,1854,1893,1922,1939,1958,1976,2037
Noisy: 54,69,71,120,195,200,220,341,392,410,512,580,584,652,745,789,843,997,1017,1025,1045,1086,1144,1223,1271,1329,1348,1367,1479,1505,1581,1707,1803,1854,1922,1939,1958,1976,2000,2037
Current input: 7 - Noisy input: 7.8 - Hamming: 62
Current: 71,120,191,195,200,213,220,341,369,392,410,512,559,580,584,598,652,745,843,986,997,1017,1025,1045,1073,1086,1223,1271,1329,1348,1367,1479,1505,1576,1581,1803,1854,1958,1976,2000
Noisy: 54,69,71,120,176,195,200,220,379,409,410,512,580,584,632,652,745,789,843,990,1017,1025,1045,1086,1144,1223,1271,1329,1348,1367,1605,1707,1854,1893,1922,1939,1958,1976,2000,2037
Current input: 5.8 - Noisy input: 5.9 - Hamming: 95
Current: 71,120,191,200,213,220,341,362,369,392,410,512,559,580,584,598,652,843,884,986,997,1017,1025,1045,1073,1086,1223,1271,1300,1329,1348,1367,1370,1479,1505,1576,1581,1803,1854,2000
Noisy: 71,120,191,200,213,220,341,362,369,392,410,512,559,580,584,598,652,843,884,986,997,1017,1025,1045,1073,1086,1223,1271,1329,1348,1367,1479,1505,1508,1576,1581,1776,1803,1854,2000
Current input: 4.4 - Noisy input: 5.7 - Hamming: 67
Current: 28,191,213,341,369,392,421,559,572,580,598,601,652,843,986,997,1025,1045,1073,1086,1110,1223,1245,1271,1329,1348,1370,1479,1505,1506,1576,1581,1619,1667,1803,1852,1989,1995,2000,2045
Noisy: 71,120,191,200,213,220,341,362,369,392,410,512,559,580,584,598,651,652,843,884,986,997,1025,1045,1073,1086,1223,1271,1300,1329,1348,1367,1370,1479,1505,1576,1581,1803,1854,2000
Current input: 3 - Noisy input: 3.7 - Hamming: 95
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1329,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 1.5 - Noisy input: 0.5 - Hamming: 42
Current: 37,65,95,111,182,229,455,486,520,583,692,735,909,1001,1085,1166,1188,1323,1385,1425,1432,1449,1460,1470,1598,1611,1650,1678,1679,1702,1733,1740,1746,1785,1802,1993,2004,2008,2009,2015
Noisy: 13,65,72,111,182,377,619,629,735,746,781,794,902,909,918,1001,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008,2015
Current input: 0 - Noisy input: 0.8 - Hamming: 62
Current: 13,65,72,156,182,241,377,538,619,629,735,746,781,794,902,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1584,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Noisy: 13,65,111,182,520,583,619,629,692,735,794,909,1001,1085,1166,1188,1242,1297,1425,1440,1449,1466,1470,1510,1611,1650,1678,1679,1702,1733,1740,1746,1761,1785,1802,1871,1923,2004,2008,2015
Current input: -1.5 - Noisy input: -0.9 - Hamming: 52
Current: 156,157,241,266,271,343,377,412,415,457,538,746,902,999,1009,1044,1090,1100,1181,1222,1225,1261,1263,1325,1350,1477,1480,1511,1542,1546,1569,1582,1584,1639,1725,1778,1788,1841,1878,1983
Noisy: 156,157,241,266,271,377,412,415,538,619,629,746,781,794,902,918,1009,1044,1149,1225,1242,1263,1297,1325,1440,1466,1480,1510,1511,1574,1584,1620,1733,1761,1841,1867,1869,1871,1878,1923
Current input: -2.9 - Noisy input: -3.8 - Hamming: 70
Current: 22,136,157,266,271,348,412,415,438,538,831,851,947,981,1044,1090,1100,1222,1225,1261,1263,1325,1350,1477,1480,1493,1511,1542,1546,1569,1571,1582,1584,1659,1725,1778,1788,1878,1903,1905
Noisy: 22,78,136,271,307,348,438,674,757,831,851,947,981,1100,1222,1261,1263,1350,1469,1477,1493,1499,1511,1542,1546,1569,1571,1582,1609,1659,1660,1725,1754,1778,1788,1863,1903,1905,1938,1999
Current input: -4.2 - Noisy input: -4.7 - Hamming: 87
Current: 6,22,78,136,183,271,307,348,438,579,674,757,831,851,947,981,1100,1103,1222,1261,1350,1469,1477,1493,1499,1542,1546,1569,1571,1609,1659,1660,1725,1754,1778,1863,1903,1905,1938,1999
Noisy: 6,22,78,136,183,202,271,307,348,438,579,674,757,797,831,851,947,981,1100,1103,1168,1261,1350,1469,1477,1480,1493,1499,1571,1609,1659,1660,1670,1725,1754,1863,1903,1905,1938,1999
Current input: -5.3 - Noisy input: -5 - Hamming: 95
Current: 6,22,78,136,183,202,271,307,348,438,579,674,757,797,831,851,947,981,1103,1168,1261,1469,1477,1489,1493,1499,1571,1609,1659,1660,1670,1725,1754,1815,1863,1885,1903,1905,1938,1999
Noisy: 6,22,78,136,183,202,271,307,348,438,579,674,757,797,831,851,947,981,1103,1168,1261,1350,1469,1477,1480,1493,1499,1571,1609,1659,1660,1670,1725,1754,1863,1885,1903,1905,1938,1999
Current input: -6.3 - Noisy input: -7.8 - Hamming: 65
Current: 6,21,78,132,183,202,222,312,466,476,535,674,705,757,797,915,989,1103,1168,1240,1402,1489,1514,1609,1612,1621,1661,1670,1708,1751,1754,1756,1787,1812,1815,1885,1930,1938,2003,2006
Noisy: 21,29,42,132,222,312,466,476,509,535,643,705,723,842,915,989,1240,1324,1336,1375,1402,1423,1514,1612,1621,1661,1708,1751,1756,1781,1787,1812,1815,1885,1921,1928,1930,1971,2003,2006
Current input: -7.1 - Noisy input: -7.2 - Hamming: 100
Current: 21,29,42,132,222,312,466,476,509,535,643,705,723,842,915,989,1103,1240,1324,1375,1402,1423,1489,1514,1612,1621,1661,1708,1751,1756,1787,1812,1815,1885,1921,1928,1930,1971,2003,2006
Noisy: 21,29,42,132,222,312,466,476,509,535,643,705,723,842,915,989,1103,1240,1324,1375,1402,1423,1489,1514,1612,1621,1661,1708,1751,1756,1787,1812,1815,1885,1921,1928,1930,1971,2003,2006
Current input: -7.7 - Noisy input: -6.9 - Hamming: 90
Current: 21,29,42,132,222,312,466,476,509,535,643,705,723,842,915,989,1240,1324,1336,1375,1402,1423,1514,1612,1621,1661,1708,1751,1756,1781,1787,1812,1815,1885,1921,1928,1930,1971,2003,2006
Noisy: 21,29,42,132,222,312,466,476,509,535,643,705,723,797,842,915,989,1103,1168,1240,1324,1375,1402,1423,1489,1514,1612,1621,1661,1708,1751,1756,1787,1812,1815,1885,1921,1930,2003,2006
Current input: -8 - Noisy input: -8.1 - Hamming: 100
Current: 21,29,42,132,222,312,466,476,509,535,643,705,723,842,915,989,1240,1324,1336,1375,1402,1423,1514,1612,1621,1661,1708,1751,1756,1781,1787,1812,1815,1885,1921,1928,1930,1971,2003,2006
Noisy: 21,29,42,132,222,312,466,476,509,535,643,705,723,842,915,989,1240,1324,1336,1375,1402,1423,1514,1612,1621,1661,1708,1751,1756,1781,1787,1812,1815,1885,1921,1928,1930,1971,2003,2006
Current input: -8.2 - Noisy input: -10.1 - Hamming: 0
Current: 21,29,42,132,222,312,466,476,509,535,643,705,723,842,915,989,1240,1324,1336,1375,1402,1423,1514,1612,1621,1661,1708,1751,1756,1781,1787,1812,1815,1885,1921,1928,1930,1971,2003,2006
Noisy: 16,264,345,376,451,462,525,544,663,688,942,1080,1081,1137,1191,1226,1253,1269,1270,1338,1438,1468,1531,1568,1615,1631,1723,1743,1750,1768,1774,1777,1847,1860,1883,1919,1932,1979,2013,2040
Current input: -8.1 - Noisy input: -7.8 - Hamming: 100
Current: 21,29,42,132,222,312,466,476,509,535,643,705,723,842,915,989,1240,1324,1336,1375,1402,1423,1514,1612,1621,1661,1708,1751,1756,1781,1787,1812,1815,1885,1921,1928,1930,1971,2003,2006
Noisy: 21,29,42,132,222,312,466,476,509,535,643,705,723,842,915,989,1240,1324,1336,1375,1402,1423,1514,1612,1621,1661,1708,1751,1756,1781,1787,1812,1815,1885,1921,1928,1930,1971,2003,2006
Current input: -7.8 - Noisy input: -8.3 - Hamming: 100
Current: 21,29,42,132,222,312,466,476,509,535,643,705,723,842,915,989,1240,1324,1336,1375,1402,1423,1514,1612,1621,1661,1708,1751,1756,1781,1787,1812,1815,1885,1921,1928,1930,1971,2003,2006
Noisy: 21,29,42,132,222,312,466,476,509,535,643,705,723,842,915,989,1240,1324,1336,1375,1402,1423,1514,1612,1621,1661,1708,1751,1756,1781,1787,1812,1815,1885,1921,1928,1930,1971,2003,2006
Current input: -7.3 - Noisy input: -7 - Hamming: 95
Current: 21,29,42,132,222,312,466,476,509,535,643,705,723,842,915,989,1240,1324,1375,1402,1423,1489,1514,1612,1621,1661,1708,1751,1756,1781,1787,1812,1815,1885,1921,1928,1930,1971,2003,2006
Noisy: 21,29,42,132,222,312,466,476,509,535,643,705,723,842,915,989,1103,1168,1240,1324,1375,1402,1423,1489,1514,1612,1621,1661,1708,1751,1756,1787,1812,1815,1885,1921,1930,1971,2003,2006
Current input: -6.7 - Noisy input: -5.8 - Hamming: 50
Current: 21,132,202,222,312,466,476,509,535,643,705,723,797,915,989,1103,1168,1240,1324,1375,1402,1423,1489,1514,1612,1621,1661,1670,1708,1751,1754,1756,1787,1812,1815,1885,1921,1930,2003,2006
Noisy: 6,78,183,202,222,307,348,438,466,476,579,674,757,797,831,851,989,1103,1168,1240,1469,1477,1489,1499,1609,1612,1621,1660,1670,1754,1812,1815,1863,1885,1905,1930,1938,1999,2003,2006
Current input: -5.9 - Noisy input: -6.8 - Hamming: 52
Current: 6,78,183,202,222,307,466,476,579,674,757,797,831,851,989,1103,1168,1240,1469,1477,1489,1499,1609,1612,1621,1660,1670,1754,1756,1787,1812,1815,1863,1885,1905,1930,1938,1999,2003,2006
Noisy: 21,132,202,222,312,466,476,509,535,643,705,723,797,842,915,989,1103,1168,1240,1324,1375,1402,1423,1489,1514,1612,1621,1661,1670,1708,1751,1756,1787,1812,1815,1885,1921,1930,2003,2006
Current input: -5 - Noisy input: -3.2 - Hamming: 55
Current: 6,22,78,136,183,202,271,307,348,438,579,674,757,797,831,851,947,981,1103,1168,1261,1350,1469,1477,1480,1493,1499,1571,1609,1659,1660,1670,1725,1754,1863,1885,1903,1905,1938,1999
Noisy: 22,136,157,266,271,307,348,412,415,438,831,851,947,981,1044,1090,1100,1222,1225,1261,1263,1350,1477,1480,1493,1499,1511,1542,1546,1569,1571,1582,1659,1725,1778,1788,1863,1878,1903,1905
Current input: -4 - Noisy input: -3 - Hamming: 65
Current: 6,22,78,136,183,271,307,348,438,579,674,757,831,851,947,981,1100,1222,1261,1350,1469,1477,1493,1499,1542,1546,1569,1571,1609,1659,1660,1725,1754,1778,1788,1863,1903,1905,1938,1999
Noisy: 22,136,157,266,271,348,412,415,438,538,831,851,947,981,1044,1090,1100,1222,1225,1261,1263,1350,1477,1480,1493,1511,1542,1546,1569,1571,1582,1584,1659,1725,1778,1788,1863,1878,1903,1905
Current input: -3 - Noisy input: -2.6 - Hamming: 92
Current: 22,136,157,266,271,348,412,415,438,538,831,851,947,981,1044,1090,1100,1222,1225,1261,1263,1350,1477,1480,1493,1511,1542,1546,1569,1571,1582,1584,1659,1725,1778,1788,1863,1878,1903,1905
Noisy: 22,136,157,266,271,348,412,415,438,538,831,851,981,1009,1044,1090,1100,1222,1225,1261,1263,1325,1350,1477,1480,1493,1511,1542,1546,1569,1571,1582,1584,1659,1725,1778,1788,1841,1878,1903
Current input: -2 - Noisy input: -2.3 - Hamming: 87
Current: 22,156,157,241,266,271,343,377,412,415,538,746,902,1009,1044,1090,1100,1222,1225,1261,1263,1325,1350,1477,1480,1493,1511,1542,1546,1569,1571,1582,1584,1659,1725,1778,1788,1841,1878,2043
Noisy: 22,136,157,266,271,343,412,415,538,831,851,1009,1044,1090,1100,1222,1225,1261,1263,1325,1350,1477,1480,1493,1511,1542,1546,1569,1571,1578,1582,1584,1659,1725,1778,1788,1841,1878,1903,2043
Current input: -1 - Noisy input: -1.1 - Hamming: 92
Current: 156,157,241,266,271,377,412,415,538,619,629,746,781,794,902,918,1009,1044,1149,1225,1242,1263,1297,1325,1440,1466,1480,1510,1511,1574,1584,1620,1733,1761,1841,1867,1869,1871,1878,1923
Noisy: 156,157,241,266,271,377,412,415,538,746,794,902,918,1009,1044,1149,1181,1225,1242,1263,1297,1325,1350,1440,1466,1480,1510,1511,1574,1584,1620,1639,1733,1761,1841,1867,1869,1871,1878,1923
Current input: 0 - Noisy input: 0.4 - Hamming: 95
Current: 13,65,72,156,182,241,377,538,619,629,735,746,781,794,902,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1584,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Noisy: 13,65,72,111,156,182,241,377,619,629,735,746,781,794,902,909,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Current input: 0.9 - Noisy input: 0 - Hamming: 60
Current: 13,65,111,182,520,583,629,692,735,794,909,1001,1085,1166,1188,1242,1297,1425,1440,1449,1460,1466,1470,1510,1611,1650,1678,1679,1702,1733,1740,1746,1761,1785,1802,1871,1923,2004,2008,2015
Noisy: 13,65,72,156,182,241,377,538,619,629,735,746,781,794,902,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1584,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Current input: 1.7 - Noisy input: 2.3 - Hamming: 57
Current: 37,65,95,111,229,455,486,520,583,620,692,735,909,1001,1085,1166,1188,1323,1385,1425,1432,1449,1460,1470,1598,1650,1678,1679,1702,1740,1746,1785,1802,1827,1993,1995,2004,2008,2009,2015
Noisy: 37,95,150,229,331,338,455,486,520,607,692,980,988,1066,1085,1188,1194,1230,1258,1321,1323,1385,1432,1460,1509,1618,1650,1678,1740,1802,1814,1827,1852,1950,1993,1995,2004,2009,2015,2045
Current input: 2.3 - Noisy input: 2.8 - Hamming: 70
Current: 37,95,150,229,331,338,455,486,520,607,692,980,988,1066,1085,1188,1194,1230,1258,1321,1323,1385,1432,1460,1509,1618,1650,1678,1740,1802,1814,1827,1852,1950,1993,1995,2004,2009,2015,2045
Noisy: 26,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1460,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 2.8 - Noisy input: 3.9 - Hamming: 82
Current: 26,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1460,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,150,213,302,331,338,369,421,572,601,607,652,980,988,1066,1110,1194,1230,1245,1258,1321,1329,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1995,2000,2009,2045
Current input: 3.2 - Noisy input: 4.9 - Hamming: 12
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 80,191,213,220,341,369,392,410,512,559,580,598,620,652,843,986,997,1025,1045,1073,1086,1110,1223,1271,1313,1329,1348,1367,1370,1479,1505,1506,1576,1581,1651,1667,1803,1949,2000,2045
Current input: 3.4 - Noisy input: 3.4 - Hamming: 100
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 3.5 - Noisy input: 4.3 - Hamming: 37
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 28,213,341,369,392,421,559,572,580,598,601,652,843,986,997,1025,1045,1073,1086,1110,1223,1245,1271,1329,1348,1370,1479,1505,1506,1576,1581,1619,1667,1803,1852,1950,1989,1995,2000,2045
Current input: 3.5 - Noisy input: 3.5 - Hamming: 100
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 3.3 - Noisy input: 4.9 - Hamming: 12
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 80,191,213,220,341,369,392,410,512,559,580,598,620,652,843,986,997,1025,1045,1073,1086,1110,1223,1271,1313,1329,1348,1367,1370,1479,1505,1506,1576,1581,1651,1667,1803,1949,2000,2045
Current input: 3.1 - Noisy input: 2.8 - Hamming: 97
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1460,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 2.8 - Noisy input: 2.6 - Hamming: 90
Current: 26,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1460,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,37,95,150,229,302,331,338,421,455,486,601,607,692,980,988,1066,1194,1230,1245,1258,1321,1323,1385,1432,1460,1509,1567,1618,1619,1814,1827,1852,1950,1989,1993,1995,2004,2009,2045
Current input: 2.4 - Noisy input: 1.8 - Hamming: 47
Current: 26,37,95,150,229,302,331,338,421,455,486,607,692,980,988,1066,1194,1230,1245,1258,1321,1323,1385,1432,1460,1509,1567,1618,1678,1814,1827,1852,1950,1989,1993,1995,2004,2009,2015,2045
